ISO3,Year,WomenBusLawIndex,PaidParentalLeave
TCD,1991,48.8,No
TCD,1992,48.8,No
TCD,1993,48.8,No
TCD,1994,48.8,No
TCD,1995,48.8,No
TCD,1996,48.8,No
TCD,1997,48.8,No
TCD,1998,57.5,No
TCD,1999,57.5,No
TCD,2000,57.5,No
TCD,2001,57.5,No
TCD,2002,57.5,No
TCD,2003,57.5,No
TCD,2004,57.5,No
TCD,2005,57.5,No
TCD,2006,57.5,No
TCD,2007,57.5,No
TCD,2008,57.5,No
TCD,2009,57.5,No
TCD,2010,57.5,No
TCD,2011,57.5,No
TCD,2012,57.5,No
TCD,2013,57.5,No
TCD,2014,57.5,No
TCD,2015,57.5,No
TCD,2016,57.5,No
TCD,2017,57.5,No
TCD,2018,66.3,No
TCD,2019,66.3,No
TCD,2020,66.3,No
TCD,2021,66.3,No
TCD,2022,66.3,No
TCD,2023,66.3,No
TCD,2024,66.3,No
TGO,1971,25.6,No
TGO,1972,25.6,No
TGO,1973,25.6,No
TGO,1974,25.6,No
TGO,1975,31.9,No
TGO,1976,31.9,No
TGO,1977,31.9,No
TGO,1978,31.9,No
TGO,1979,31.9,No
TGO,1980,31.9,No
TGO,1981,51.3,No
TGO,1982,51.3,No
TGO,1983,51.3,No
TGO,1984,51.3,No
TGO,1985,51.3,No
TGO,1986,51.3,No
TGO,1987,51.3,No
TGO,1988,51.3,No
TGO,1989,51.3,No
TGO,1990,51.3,No
TGO,1991,51.3,No
TGO,1992,51.3,No
TGO,1993,51.3,No
TGO,1994,51.3,No
TGO,1995,51.3,No
TGO,1996,51.3,No
TGO,1997,51.3,No
TGO,1998,51.3,No
TGO,1999,51.3,No
TGO,2000,51.3,No
TGO,2001,51.3,No
TGO,2002,51.3,No
TGO,2003,51.3,No
TGO,2004,51.3,No
TGO,2005,51.3,No
TGO,2006,51.3,No
TGO,2007,51.3,No
TGO,2008,69.4,No
TGO,2009,69.4,No
TGO,2010,69.4,No
TGO,2011,69.4,No
TGO,2012,75.6,No
TGO,2013,75.6,No
TGO,2014,81.9,No
TGO,2015,81.9,No
TGO,2016,84.4,No
TGO,2017,84.4,No
TGO,2018,84.4,No
TGO,2019,84.4,No
TGO,2020,84.4,No
TGO,2021,84.4,No
TGO,2022,81.9,No
TGO,2023,81.9,No
TGO,2024,97.5,No
THA,1971,51.9,No
THA,1972,51.9,No
THA,1973,51.9,No
THA,1974,51.9,No
THA,1975,51.9,No
THA,1976,51.9,No
THA,1977,51.9,No
THA,1978,51.9,No
THA,1979,51.9,No
THA,1980,51.9,No
THA,1981,51.9,No
THA,1982,51.9,No
THA,1983,51.9,No
THA,1984,51.9,No
THA,1985,51.9,No
THA,1986,51.9,No
THA,1987,51.9,No
THA,1988,51.9,No
THA,1989,51.9,No
THA,1990,51.9,No
THA,1991,51.9,No
THA,1992,51.9,No
THA,1993,51.9,No
THA,1994,51.9,No
THA,1995,51.9,No
THA,1996,51.9,No
THA,1997,51.9,No
THA,1998,51.9,No
THA,1999,55,No
THA,2000,63.8,No
THA,2001,63.8,No
THA,2002,63.8,No
THA,2003,63.8,No
THA,2004,63.8,No
THA,2005,63.8,No
THA,2006,63.8,No
THA,2007,63.8,No
THA,2008,63.8,No
THA,2009,75,No
THA,2010,75,No
THA,2011,75,No
THA,2012,75,No
THA,2013,75,No
THA,2014,75,No
THA,2015,75,No
THA,2016,75,No
THA,2017,75,No
THA,2018,75,No
THA,2019,75,No
THA,2020,78.1,No
THA,2021,78.1,No
THA,2022,78.1,No
THA,2023,78.1,No
THA,2024,78.1,No
TJK,1971,55.6,No
TJK,1972,58.1,No
TJK,1973,58.1,No
TJK,1974,58.1,No
TJK,1975,58.1,No
TJK,1976,58.1,No
TJK,1977,58.1,No
TJK,1978,58.1,No
TJK,1979,58.1,No
TJK,1980,58.1,No
TJK,1981,58.1,No
TJK,1982,58.1,No
TJK,1983,58.1,No
TJK,1984,58.1,No
TJK,1985,58.1,No
TJK,1986,58.1,No
TJK,1987,58.1,No
TJK,1988,58.1,No
TJK,1989,55,No
TJK,1990,55,No
TJK,1991,55,No
TJK,1992,55,No
TJK,1993,58.1,No
TJK,1994,58.1,No
TJK,1995,61.3,No
TJK,1996,61.3,No
TJK,1997,61.3,No
TJK,1998,70,Yes
TJK,1999,70,Yes
TJK,2000,70,Yes
TJK,2001,70,Yes
TJK,2002,70,Yes
TJK,2003,70,Yes
TJK,2004,70,Yes
TJK,2005,70,Yes
TJK,2006,73.1,Yes
TJK,2007,73.1,Yes
TJK,2008,73.1,Yes
TJK,2009,73.1,Yes
TJK,2010,73.1,Yes
TJK,2011,73.1,Yes
TJK,2012,73.1,Yes
TJK,2013,73.1,Yes
TJK,2014,75.6,Yes
TJK,2015,75.6,Yes
TJK,2016,75.6,Yes
TJK,2017,75.6,Yes
TJK,2018,78.8,Yes
TJK,2019,78.8,Yes
TJK,2020,78.8,Yes
TJK,2021,78.8,Yes
TJK,2022,78.8,Yes
TJK,2023,78.8,Yes
TJK,2024,78.8,Yes
TLS,1971,31.9,No
TLS,1972,31.9,No
TLS,1973,31.9,No
TLS,1974,31.9,No
TLS,1975,31.9,No
TLS,1976,31.9,No
TLS,1977,31.9,No
TLS,1978,31.9,No
TLS,1979,38.1,No
TLS,1980,38.1,No
TLS,1981,38.1,No
TLS,1982,38.1,No
TLS,1983,38.1,No
TLS,1984,38.1,No
TLS,1985,38.1,No
TLS,1986,38.1,No
TLS,1987,38.1,No
TLS,1988,38.1,No
TLS,1989,38.1,No
TLS,1990,38.1,No
TLS,1991,38.1,No
TLS,1992,38.1,No
TLS,1993,38.1,No
TLS,1994,38.1,No
TLS,1995,38.1,No
TLS,1996,38.1,No
TLS,1997,38.1,No
TLS,1998,38.1,No
TLS,1999,40.6,No
TLS,2000,40.6,No
TLS,2001,40.6,No
TLS,2002,40.6,No
TLS,2003,50,No
TLS,2004,50,No
TLS,2005,53.1,No
TLS,2006,53.1,No
TLS,2007,53.1,No
TLS,2008,53.1,No
TLS,2009,53.1,No
TLS,2010,53.1,No
TLS,2011,53.1,No
TLS,2012,55.6,No
TLS,2013,78.1,No
TLS,2014,80.6,No
TLS,2015,80.6,No
TLS,2016,80.6,No
TLS,2017,80.6,No
TLS,2018,80.6,No
TLS,2019,86.3,No
TLS,2020,86.3,No
TLS,2021,86.3,No
TLS,2022,86.3,No
TLS,2023,86.3,No
TLS,2024,86.3,No
TON,1971,50,No
TON,1972,50,No
TON,1973,50,No
TON,1974,50,No
TON,1975,50,No
TON,1976,50,No
TON,1977,50,No
TON,1978,50,No
TON,1979,50,No
TON,1980,50,No
TON,1981,50,No
TON,1982,50,No
TON,1983,50,No
TON,1984,50,No
TON,1985,50,No
TON,1986,50,No
TON,1987,50,No
TON,1988,50,No
TON,1989,50,No
TON,1990,50,No
TON,1991,50,No
TON,1992,50,No
TON,1993,50,No
TON,1994,50,No
TON,1995,50,No
TON,1996,50,No
TON,1997,50,No
TON,1998,50,No
TON,1999,50,No
TON,2000,50,No
TON,2001,50,No
TON,2002,50,No
TON,2003,50,No
TON,2004,50,No
TON,2005,50,No
TON,2006,50,No
TON,2007,50,No
TON,2008,50,No
TON,2009,50,No
TON,2010,50,No
TON,2011,50,No
TON,2012,56.3,No
TON,2013,56.3,No
TON,2014,56.3,No
TON,2015,58.8,No
TON,2016,58.8,No
TON,2017,58.8,No
TON,2018,58.8,No
TON,2019,58.8,No
TON,2020,58.8,No
TON,2021,58.8,No
TON,2022,58.8,No
TON,2023,58.8,No
TON,2024,58.8,No
TTO,1971,43.1,No
TTO,1972,43.1,No
TTO,1973,55,No
TTO,1974,55,No
TTO,1975,55,No
TTO,1976,55,No
TTO,1977,55,No
TTO,1978,55,No
TTO,1979,55,No
TTO,1980,55,No
TTO,1981,55,No
TTO,1982,55,No
TTO,1983,60.6,No
TTO,1984,60.6,No
TTO,1985,60.6,No
TTO,1986,60.6,No
TTO,1987,60.6,No
TTO,1988,60.6,No
TTO,1989,60.6,No
TTO,1990,60.6,No
TTO,1991,60.6,No
TTO,1992,60.6,No
TTO,1993,63.1,No
TTO,1994,63.1,No
TTO,1995,63.1,No
TTO,1996,63.1,No
TTO,1997,63.1,No
TTO,1998,63.1,No
TTO,1999,63.1,No
TTO,2000,63.1,No
TTO,2001,63.1,No
TTO,2002,69.4,No
TTO,2003,69.4,No
TTO,2004,69.4,No
TTO,2005,72.5,No
TTO,2006,72.5,No
TTO,2007,72.5,No
TTO,2008,72.5,No
TTO,2009,72.5,No
TTO,2010,72.5,No
TTO,2011,72.5,No
TTO,2012,72.5,No
TTO,2013,72.5,No
TTO,2014,75,No
TTO,2015,75,No
TTO,2016,75,No
TTO,2017,75,No
TTO,2018,75,No
TTO,2019,75,No
TTO,2020,75,No
TTO,2021,75,No
TTO,2022,75,No
TTO,2023,75,No
TTO,2024,75,No
TUN,1971,43.8,No
TUN,1972,43.8,No
TUN,1973,43.8,No
TUN,1974,43.8,No
TUN,1975,53.1,No
TUN,1976,53.1,No
TUN,1977,53.1,No
TUN,1978,53.1,No
TUN,1979,53.1,No
TUN,1980,53.1,No
TUN,1981,53.1,No
TUN,1982,53.1,No
TUN,1983,53.1,No
TUN,1984,53.1,No
TUN,1985,53.1,No
TUN,1986,53.1,No
TUN,1987,53.1,No
TUN,1988,53.1,No
TUN,1989,53.1,No
TUN,1990,53.1,No
TUN,1991,53.1,No
TUN,1992,53.1,No
TUN,1993,53.1,No
TUN,1994,53.1,No
TUN,1995,55.6,No
TUN,1996,55.6,No
TUN,1997,55.6,No
TUN,1998,55.6,No
TUN,1999,55.6,No
TUN,2000,55.6,No
TUN,2001,55.6,No
TUN,2002,55.6,No
TUN,2003,55.6,No
TUN,2004,55.6,No
TUN,2005,55.6,No
TUN,2006,55.6,No
TUN,2007,55.6,No
TUN,2008,55.6,No
TUN,2009,55.6,No
TUN,2010,55.6,No
TUN,2011,55.6,No
TUN,2012,55.6,No
TUN,2013,55.6,No
TUN,2014,55.6,No
TUN,2015,55.6,No
TUN,2016,55.6,No
TUN,2017,55.6,No
TUN,2018,55.6,No
TUN,2019,64.4,No
TUN,2020,64.4,No
TUN,2021,64.4,No
TUN,2022,64.4,No
TUN,2023,64.4,No
TUN,2024,64.4,No
TUR,1971,45.6,No
TUR,1972,45.6,No
TUR,1973,45.6,No
TUR,1974,45.6,No
TUR,1975,45.6,No
TUR,1976,45.6,No
TUR,1977,45.6,No
TUR,1978,45.6,No
TUR,1979,45.6,No
TUR,1980,45.6,No
TUR,1981,45.6,No
TUR,1982,45.6,No
TUR,1983,45.6,No
TUR,1984,45.6,No
TUR,1985,45.6,No
TUR,1986,45.6,No
TUR,1987,45.6,No
TUR,1988,45.6,No
TUR,1989,45.6,No
TUR,1990,45.6,No
TUR,1991,45.6,No
TUR,1992,48.8,No
TUR,1993,48.8,No
TUR,1994,48.8,No
TUR,1995,48.8,No
TUR,1996,48.8,No
TUR,1997,48.8,No
TUR,1998,48.8,No
TUR,1999,48.8,No
TUR,2000,48.8,No
TUR,2001,48.8,No
TUR,2002,48.8,No
TUR,2003,56.9,No
TUR,2004,66.3,No
TUR,2005,71.3,No
TUR,2006,80,No
TUR,2007,80,No
TUR,2008,80,No
TUR,2009,80,No
TUR,2010,80,No
TUR,2011,80,No
TUR,2012,80,No
TUR,2013,80,No
TUR,2014,80,No
TUR,2015,80,No
TUR,2016,82.5,No
TUR,2017,82.5,No
TUR,2018,82.5,No
TUR,2019,82.5,No
TUR,2020,82.5,No
TUR,2021,82.5,No
TUR,2022,82.5,No
TUR,2023,82.5,No
TUR,2024,82.5,No
TWN,1971,43.8,No
TWN,1972,43.8,No
TWN,1973,43.8,No
TWN,1974,43.8,No
TWN,1975,43.8,No
TWN,1976,43.8,No
TWN,1977,43.8,No
TWN,1978,43.8,No
TWN,1979,43.8,No
TWN,1980,43.8,No
TWN,1981,43.8,No
TWN,1982,43.8,No
TWN,1983,43.8,No
TWN,1984,43.8,No
TWN,1985,43.8,No
TWN,1986,46.9,No
TWN,1987,49.4,No
TWN,1988,49.4,No
TWN,1989,49.4,No
TWN,1990,49.4,No
TWN,1991,49.4,No
TWN,1992,49.4,No
TWN,1993,49.4,No
TWN,1994,49.4,No
TWN,1995,49.4,No
TWN,1996,49.4,No
TWN,1997,49.4,No
TWN,1998,52.5,No
TWN,1999,52.5,No
TWN,2000,60.6,No
TWN,2001,60.6,No
TWN,2002,60.6,No
TWN,2003,75,No
TWN,2004,80,No
TWN,2005,80,No
TWN,2006,80,No
TWN,2007,80,No
TWN,2008,80,No
TWN,2009,80,No
TWN,2010,85,Yes
TWN,2011,85,Yes
TWN,2012,85,Yes
TWN,2013,85,Yes
TWN,2014,85,Yes
TWN,2015,91.3,Yes
TWN,2016,91.3,Yes
TWN,2017,91.3,Yes
TWN,2018,91.3,Yes
TWN,2019,91.3,Yes
TWN,2020,91.3,Yes
TWN,2021,91.3,Yes
TWN,2022,91.3,Yes
TWN,2023,91.3,Yes
TWN,2024,91.3,Yes
TZA,1971,58.8,No
TZA,1972,58.8,No
TZA,1973,58.8,No
TZA,1974,58.8,No
TZA,1975,58.8,No
TZA,1976,58.8,No
TZA,1977,58.8,No
TZA,1978,58.8,No
TZA,1979,58.8,No
TZA,1980,58.8,No
TZA,1981,58.8,No
TZA,1982,58.8,No
TZA,1983,58.8,No
TZA,1984,58.8,No
TZA,1985,61.3,No
TZA,1986,61.3,No
TZA,1987,61.3,No
TZA,1988,61.3,No
TZA,1989,61.3,No
TZA,1990,61.3,No
TZA,1991,61.3,No
TZA,1992,61.3,No
TZA,1993,61.3,No
TZA,1994,61.3,No
TZA,1995,61.3,No
TZA,1996,61.3,No
TZA,1997,61.3,No
TZA,1998,61.3,No
TZA,1999,67.5,No
TZA,2000,67.5,No
TZA,2001,67.5,No
TZA,2002,67.5,No
TZA,2003,67.5,No
TZA,2004,67.5,No
TZA,2005,67.5,No
TZA,2006,81.3,No
TZA,2007,81.3,No
TZA,2008,81.3,No
TZA,2009,81.3,No
TZA,2010,81.3,No
TZA,2011,81.3,No
TZA,2012,81.3,No
TZA,2013,81.3,No
TZA,2014,81.3,No
TZA,2015,81.3,No
TZA,2016,81.3,No
TZA,2017,81.3,No
TZA,2018,81.3,No
TZA,2019,81.3,No
TZA,2020,81.3,No
TZA,2021,81.3,No
TZA,2022,81.3,No
TZA,2023,81.3,No
TZA,2024,81.3,No
UGA,1971,46.9,No
UGA,1972,46.9,No
UGA,1973,46.9,No
UGA,1974,46.9,No
UGA,1975,46.9,No
UGA,1976,46.9,No
UGA,1977,46.9,No
UGA,1978,46.9,No
UGA,1979,46.9,No
UGA,1980,46.9,No
UGA,1981,46.9,No
UGA,1982,46.9,No
UGA,1983,46.9,No
UGA,1984,46.9,No
UGA,1985,46.9,No
UGA,1986,46.9,No
UGA,1987,46.9,No
UGA,1988,46.9,No
UGA,1989,46.9,No
UGA,1990,46.9,No
UGA,1991,46.9,No
UGA,1992,46.9,No
UGA,1993,46.9,No
UGA,1994,46.9,No
UGA,1995,46.9,No
UGA,1996,46.9,No
UGA,1997,46.9,No
UGA,1998,46.9,No
UGA,1999,46.9,No
UGA,2000,46.9,No
UGA,2001,46.9,No
UGA,2002,46.9,No
UGA,2003,46.9,No
UGA,2004,46.9,No
UGA,2005,46.9,No
UGA,2006,46.9,No
UGA,2007,62.5,No
UGA,2008,67.5,No
UGA,2009,67.5,No
UGA,2010,67.5,No
UGA,2011,70,No
UGA,2012,70,No
UGA,2013,70,No
UGA,2014,70,No
UGA,2015,70,No
UGA,2016,70,No
UGA,2017,70,No
UGA,2018,70,No
UGA,2019,70,No
UGA,2020,73.1,No
UGA,2021,73.1,No
UGA,2022,73.1,No
UGA,2023,81.3,No
UGA,2024,83.8,No
UKR,1971,55.6,No
UKR,1972,55,No
UKR,1973,55,No
UKR,1974,55,No
UKR,1975,55,No
UKR,1976,55,No
UKR,1977,55,No
UKR,1978,55,No
UKR,1979,55,No
UKR,1980,55,No
UKR,1981,55,No
UKR,1982,55,No
UKR,1983,55,No
UKR,1984,55,No
UKR,1985,55,No
UKR,1986,55,No
UKR,1987,55,No
UKR,1988,55,No
UKR,1989,55,No
UKR,1990,55,No
UKR,1991,55,No
UKR,1992,58.1,No
UKR,1993,66.9,Yes
UKR,1994,66.9,Yes
UKR,1995,66.9,Yes
UKR,1996,66.9,Yes
UKR,1997,66.9,Yes
UKR,1998,66.9,Yes
UKR,1999,66.9,Yes
UKR,2000,66.9,Yes
UKR,2001,66.9,Yes
UKR,2002,66.9,Yes
UKR,2003,66.9,Yes
UKR,2004,66.9,Yes
UKR,2005,66.9,Yes
UKR,2006,66.9,Yes
UKR,2007,73.1,Yes
UKR,2008,73.1,Yes
UKR,2009,73.1,Yes
UKR,2010,75.6,Yes
UKR,2011,75.6,Yes
UKR,2012,75.6,Yes
UKR,2013,75.6,Yes
UKR,2014,78.8,Yes
UKR,2015,76.3,No
UKR,2016,76.3,No
UKR,2017,76.3,No
UKR,2018,76.3,No
UKR,2019,79.4,No
UKR,2020,79.4,No
UKR,2021,79.4,No
UKR,2022,85,No
UKR,2023,85,No
UKR,2024,85,No
URY,1971,60,No
URY,1972,60,No
URY,1973,60,No
URY,1974,60,No
URY,1975,60,No
URY,1976,60,No
URY,1977,60,No
URY,1978,60,No
URY,1979,60,No
URY,1980,60,No
URY,1981,60,No
URY,1982,62.5,No
URY,1983,62.5,No
URY,1984,62.5,No
URY,1985,62.5,No
URY,1986,62.5,No
URY,1987,62.5,No
URY,1988,62.5,No
URY,1989,62.5,No
URY,1990,62.5,No
URY,1991,65.6,No
URY,1992,65.6,No
URY,1993,65.6,No
URY,1994,65.6,No
URY,1995,65.6,No
URY,1996,65.6,No
URY,1997,68.1,No
URY,1998,68.1,No
URY,1999,68.1,No
URY,2000,68.1,No
URY,2001,68.1,No
URY,2002,68.1,No
URY,2003,68.1,No
URY,2004,71.3,No
URY,2005,71.3,No
URY,2006,71.3,No
URY,2007,71.3,No
URY,2008,71.3,No
URY,2009,71.3,No
URY,2010,76.9,No
URY,2011,83.1,No
URY,2012,83.1,No
URY,2013,83.1,No
URY,2014,83.1,No
URY,2015,85.6,No
URY,2016,85.6,No
URY,2017,85.6,No
URY,2018,85.6,No
URY,2019,88.8,No
URY,2020,88.8,No
URY,2021,88.8,No
URY,2022,88.8,No
URY,2023,88.8,No
URY,2024,88.8,No
USA,1971,66.9,No
USA,1972,66.9,No
USA,1973,66.9,No
USA,1974,66.9,No
USA,1975,66.9,No
USA,1976,70,No
USA,1977,70,No
USA,1978,70,No
USA,1979,70,No
USA,1980,72.5,No
USA,1981,72.5,No
USA,1982,81.3,No
USA,1983,81.3,No
USA,1984,81.3,No
USA,1985,81.3,No
USA,1986,81.3,No
USA,1987,81.3,No
USA,1988,81.3,No
USA,1989,81.3,No
USA,1990,81.3,No
USA,1991,81.3,No
USA,1992,81.3,No
USA,1993,81.3,No
USA,1994,81.3,No
USA,1995,81.3,No
USA,1996,83.8,No
USA,1997,83.8,No
USA,1998,83.8,No
USA,1999,83.8,No
USA,2000,83.8,No
USA,2001,83.8,No
USA,2002,83.8,No
USA,2003,83.8,No
USA,2004,83.8,No
USA,2005,83.8,No
USA,2006,83.8,No
USA,2007,83.8,No
USA,2008,83.8,No
USA,2009,83.8,No
USA,2010,83.8,No
USA,2011,83.8,No
USA,2012,83.8,No
USA,2013,83.8,No
USA,2014,83.8,No
USA,2015,83.8,No
USA,2016,83.8,No
USA,2017,83.8,No
USA,2018,83.8,No
USA,2019,91.3,Yes
USA,2020,91.3,Yes
USA,2021,91.3,Yes
USA,2022,91.3,Yes
USA,2023,91.3,Yes
USA,2024,91.3,Yes
UZB,1971,53.1,No
UZB,1972,55.6,No
UZB,1973,55.6,No
UZB,1974,55.6,No
UZB,1975,55.6,No
UZB,1976,55.6,No
UZB,1977,55.6,No
UZB,1978,55.6,No
UZB,1979,55.6,No
UZB,1980,55.6,No
UZB,1981,55.6,No
UZB,1982,55.6,No
UZB,1983,55.6,No
UZB,1984,55.6,No
UZB,1985,55.6,No
UZB,1986,55.6,No
UZB,1987,55.6,No
UZB,1988,55.6,No
UZB,1989,52.5,No
UZB,1990,52.5,No
UZB,1991,52.5,No
UZB,1992,52.5,No
UZB,1993,52.5,No
UZB,1994,52.5,No
UZB,1995,52.5,No
UZB,1996,55.6,No
UZB,1997,67.5,Yes
UZB,1998,67.5,Yes
UZB,1999,67.5,Yes
UZB,2000,67.5,Yes
UZB,2001,67.5,Yes
UZB,2002,67.5,Yes
UZB,2003,67.5,Yes
UZB,2004,67.5,Yes
UZB,2005,67.5,Yes
UZB,2006,67.5,Yes
UZB,2007,67.5,Yes
UZB,2008,67.5,Yes
UZB,2009,67.5,Yes
UZB,2010,67.5,Yes
UZB,2011,67.5,Yes
UZB,2012,64.4,Yes
UZB,2013,64.4,Yes
UZB,2014,64.4,Yes
UZB,2015,64.4,Yes
UZB,2016,64.4,Yes
UZB,2017,64.4,Yes
UZB,2018,64.4,Yes
UZB,2019,64.4,Yes
UZB,2020,67.5,Yes
UZB,2021,70.6,Yes
UZB,2022,70.6,Yes
UZB,2023,70.6,Yes
UZB,2024,82.5,Yes
VCT,1971,55,No
VCT,1972,55,No
VCT,1973,55,No
VCT,1974,57.5,No
VCT,1975,57.5,No
VCT,1976,57.5,No
VCT,1977,57.5,No
VCT,1978,57.5,No
VCT,1979,57.5,No
VCT,1980,57.5,No
VCT,1981,57.5,No
VCT,1982,57.5,No
VCT,1983,57.5,No
VCT,1984,57.5,No
VCT,1985,57.5,No
VCT,1986,57.5,No
VCT,1987,57.5,No
VCT,1988,57.5,No
VCT,1989,57.5,No
VCT,1990,57.5,No
VCT,1991,60,No
VCT,1992,60,No
VCT,1993,60,No
VCT,1994,60,No
VCT,1995,60,No
VCT,1996,63.1,No
VCT,1997,65.6,No
VCT,1998,65.6,No
VCT,1999,65.6,No
VCT,2000,65.6,No
VCT,2001,65.6,No
VCT,2002,65.6,No
VCT,2003,65.6,No
VCT,2004,65.6,No
VCT,2005,68.1,No
VCT,2006,68.1,No
VCT,2007,68.1,No
VCT,2008,68.1,No
VCT,2009,68.1,No
VCT,2010,68.1,No
VCT,2011,68.1,No
VCT,2012,68.1,No
VCT,2013,68.1,No
VCT,2014,68.1,No
VCT,2015,68.1,No
VCT,2016,68.1,No
VCT,2017,68.1,No
VCT,2018,68.1,No
VCT,2019,68.1,No
VCT,2020,68.1,No
VCT,2021,68.1,No
VCT,2022,68.1,No
VCT,2023,68.1,No
VCT,2024,68.1,No
VEN,1971,49.4,No
VEN,1972,49.4,No
VEN,1973,49.4,No
VEN,1974,49.4,No
VEN,1975,49.4,No
VEN,1976,49.4,No
VEN,1977,49.4,No
VEN,1978,49.4,No
VEN,1979,49.4,No
VEN,1980,49.4,No
VEN,1981,49.4,No
VEN,1982,49.4,No
VEN,1983,49.4,No
VEN,1984,60,No
VEN,1985,60,No
VEN,1986,60,No
VEN,1987,60,No
VEN,1988,60,No
VEN,1989,60,No
VEN,1990,60,No
VEN,1991,60,No
VEN,1992,65.6,No
VEN,1993,65.6,No
VEN,1994,65.6,No
VEN,1995,65.6,No
VEN,1996,65.6,No
VEN,1997,65.6,No
VEN,1998,65.6,No
VEN,1999,68.1,No
VEN,2000,70.6,No
VEN,2001,70.6,No
VEN,2002,70.6,No
VEN,2003,70.6,No
VEN,2004,70.6,No
VEN,2005,70.6,No
VEN,2006,70.6,No
VEN,2007,73.8,No
VEN,2008,80,No
VEN,2009,82.5,No
VEN,2010,82.5,No
VEN,2011,82.5,No
VEN,2012,82.5,No
VEN,2013,82.5,No
VEN,2014,82.5,No
VEN,2015,85,No
VEN,2016,85,No
VEN,2017,85,No
VEN,2018,85,No
VEN,2019,85,No
VEN,2020,85,No
VEN,2021,85,No
VEN,2022,85,No
VEN,2023,85,No
VEN,2024,85,No
VNM,1971,53.8,No
VNM,1972,53.8,No
VNM,1973,53.8,No
VNM,1974,53.8,No
VNM,1975,53.8,No
VNM,1976,53.8,No
VNM,1977,53.8,No
VNM,1978,53.8,No
VNM,1979,53.8,No
VNM,1980,53.8,No
VNM,1981,53.8,No
VNM,1982,53.8,No
VNM,1983,53.8,No
VNM,1984,53.8,No
VNM,1985,53.8,No
VNM,1986,53.8,No
VNM,1987,53.8,No
VNM,1988,53.8,No
VNM,1989,53.8,No
VNM,1990,53.8,No
VNM,1991,53.8,No
VNM,1992,53.8,No
VNM,1993,53.8,No
VNM,1994,53.8,No
VNM,1995,53.8,No
VNM,1996,64.4,No
VNM,1997,64.4,No
VNM,1998,64.4,No
VNM,1999,64.4,No
VNM,2000,64.4,No
VNM,2001,64.4,No
VNM,2002,64.4,No
VNM,2003,64.4,No
VNM,2004,64.4,No
VNM,2005,64.4,No
VNM,2006,64.4,No
VNM,2007,64.4,No
VNM,2008,67.5,No
VNM,2009,70,No
VNM,2010,70,No
VNM,2011,70,No
VNM,2012,70,No
VNM,2013,70,No
VNM,2014,79.4,No
VNM,2015,76.3,No
VNM,2016,76.3,No
VNM,2017,81.9,No
VNM,2018,81.9,No
VNM,2019,81.9,No
VNM,2020,81.9,No
VNM,2021,85,No
VNM,2022,88.1,No
VNM,2023,88.1,No
VNM,2024,88.1,No
VUT,1971,41.3,No
VUT,1972,41.3,No
VUT,1973,41.3,No
VUT,1974,43.8,No
VUT,1975,43.8,No
VUT,1976,43.8,No
VUT,1977,43.8,No
VUT,1978,43.8,No
VUT,1979,43.8,No
VUT,1980,43.8,No
VUT,1981,43.8,No
VUT,1982,43.8,No
VUT,1983,46.9,No
VUT,1984,46.9,No
VUT,1985,46.9,No
VUT,1986,46.9,No
VUT,1987,46.9,No
VUT,1988,46.9,No
VUT,1989,53.1,No
VUT,1990,53.1,No
VUT,1991,53.1,No
VUT,1992,53.1,No
VUT,1993,53.1,No
VUT,1994,53.1,No
VUT,1995,53.1,No
VUT,1996,53.1,No
VUT,1997,53.1,No
VUT,1998,53.1,No
VUT,1999,53.1,No
VUT,2000,53.1,No
VUT,2001,53.1,No
VUT,2002,53.1,No
VUT,2003,53.1,No
VUT,2004,53.1,No
VUT,2005,53.1,No
VUT,2006,53.1,No
VUT,2007,53.1,No
VUT,2008,53.1,No
VUT,2009,53.1,No
VUT,2010,55.6,No
VUT,2011,55.6,No
VUT,2012,55.6,No
VUT,2013,55.6,No
VUT,2014,55.6,No
VUT,2015,55.6,No
VUT,2016,55.6,No
VUT,2017,55.6,No
VUT,2018,55.6,No
VUT,2019,55.6,No
VUT,2020,55.6,No
VUT,2021,55.6,No
VUT,2022,55.6,No
VUT,2023,55.6,No
VUT,2024,55.6,No
WSM,1971,43.1,No
WSM,1972,43.1,No
WSM,1973,49.4,No
WSM,1974,49.4,No
WSM,1975,49.4,No
WSM,1976,49.4,No
WSM,1977,49.4,No
WSM,1978,49.4,No
WSM,1979,49.4,No
WSM,1980,49.4,No
WSM,1981,49.4,No
WSM,1982,49.4,No
WSM,1983,49.4,No
WSM,1984,49.4,No
WSM,1985,49.4,No
WSM,1986,49.4,No
WSM,1987,49.4,No
WSM,1988,49.4,No
WSM,1989,49.4,No
WSM,1990,49.4,No
WSM,1991,49.4,No
WSM,1992,49.4,No
WSM,1993,49.4,No
WSM,1994,49.4,No
WSM,1995,49.4,No
WSM,1996,49.4,No
WSM,1997,49.4,No
WSM,1998,49.4,No
WSM,1999,49.4,No
WSM,2000,49.4,No
WSM,2001,49.4,No
WSM,2002,49.4,No
WSM,2003,49.4,No
WSM,2004,49.4,No
WSM,2005,49.4,No
WSM,2006,49.4,No
WSM,2007,49.4,No
WSM,2008,49.4,No
WSM,2009,49.4,No
WSM,2010,49.4,No
WSM,2011,49.4,No
WSM,2012,51.9,No
WSM,2013,51.9,No
WSM,2014,75,No
WSM,2015,75,No
